review_id,user_id,product_id,rating,review_text,sentiment,verified_purchase,review_date
R3M1U8JP4SQ93K,U02163,B07FMZ31SR,4.0,personally love bolter brand shirt since seem longer exist kennedy todd brand got last time couldnt find bolter one kennedy todd basically identical broke tried growing quality fit cheap brand million time better im sick trying save money buying cheap brand shrink inch width month less immediately hole etc first time buying designer brand well theyre thinner lighter weight expected starter get larger wearing hour neckline get much lower fit looser stretch lot havent washed enough know shrink yet didnt notice hole loose thread least good start probably time need new shirt wont option anymore either ill try something else living northeast dont get product kind arent either factory screw ups discontinuedrecalledstuff nobody else wanted rest country tenth pay year later able brand loyalty pretty much given overall seem ok pricey real reason decent everything cost arm leg anyway cheap crap overpriced get b grade overall,0.1304888659727369,True,2024-02-03
R2MIKBKBHUA06L,U00777,B07FMZ31SR,5.0,great quality soft,0.45,True,2025-02-06
R3MQTFRJ7RUYRH,U02456,B07FMZ31SR,5.0,recommend using try buy ordered set large returned got next size perfect fit shirt end costing per fit perfectly feel look excellent buy pack shirt may less expensive likely undershirt shrink become wrinkled fit tight hang correct way made wear primary outer shirt look great untucked would recommend shirt buy needed future love,0.3293154761904762,True,2023-05-27
R1WXYWQ2PQKI4Z,U00347,B07FMZ31SR,5.0,dont wear go im woman ive wearing men polo v crew neck shirt home leisure time year soft itch cool durable replace lose bright white get stainedthere choice woman match comfort level shirt,0.2875,True,2024-11-24
R13E52C7221ZIP,U00634,B07FMZ31SR,5.0,ive tried several wellknown brand vneck tshirts best well made sturdy bulky v deep enough disappear beneath open collar shirt deep ive washed one twice noticeable shrinkage far cant say others tried theyre pricey let face get pay,0.1571428571428571,True,2024-10-16
R17O55GCHCQYYX,U00517,B07FMZ31SR,4.0,nothing really wrong shirt except perhaps big scratchy polo logo side bottom shirt know thin lightweight theyre going last whats manufacturer cheaping nowadays,-0.225,True,2024-10-02
R29A4OFBLNKIP3,U01649,B07FMZ31SR,4.0,office casual like tshirts norm there way show show way much adding couple star might ok wear like gay bar example wanted show hairy chest seems unlikely ill legitimate use case,-0.063888889,True,2024-07-31
R3UHOLXOMOSQMV,U00041,B0CXDL2NP6,5.0,shirt light weight polyester take washer hang upno wrinkle size depends actual item large xlarge situation choice go bigger something tight would buy type shirt mall would able try oni got xland fit perfect careful using dryer clothesdo want shrinkageso dry minutesespecially jeansfew minute shirtsand hang dry shirt washed like anything brand new even right washer wrinklesand hung hanger dry perfect color niceand shirt comfortable buy polyesternot mix cottonthe material mixed cotton come wrinkle free feel good personal taste suggestion buy size largerout washer hangersand let sun warm house dryingand bake dryernot shirt synthetic fabric,0.2646567717996289,True,2024-07-25
R1XE7PNYEJBAAG,U00121,B0CXDL2NP6,5.0,shirt sweet love feel fit great heavy thick material dont feel heavy dont stick great fitting buying price best,0.365,True,2025-01-20
R3S2GHXJ64FECP,U00019,B0CXDL2NP6,4.0,size expected material super smooth thin expected golfstyle polo bit tendency build static cling especially body hairperhaps sturdiest seam honestly theyre great quality price,0.2259259259259259,True,2024-12-12
R112KM2JSGX2SP,U00273,B0CXDL2NP6,5.0,good deal shirt expecting lower quality price shirt awesome husband wear go golfing lightweight dont get stinky even soaked rain sweat florida quality acceptable need iron mostly wrinkle free size true size weve washing lot already retained color elasticity definitely good washability wearability overall super pleased already ordered another set,0.4981481481481482,True,2024-10-06
R1BU8IK2XH81ZA,U01187,B0CXDL2NP6,5.0,perfect fit true size strechable breathablenot yet washed cant comment shrinkagejust advertised recommended strongly golfer,0.5458333333333333,True,2025-02-27
R2I6UZOM2NLZQV,U01219,B0CXDL2NP6,5.0,sure come two different size dont know feel like feel light weight come variety color like husband ft inch pound fit think color perfect man bright fruity looking shirt real men boy,0.4571428571428572,True,2024-12-29
R2S4KP202MLZCW,U00204,B0CXDL2NP6,3.0,material great soft moisture wicking nicestitching great loose end hanging shirtgrey shirt hem became unstitched across nearly entire bottom one washmaybe dont buy youre planning using washing machine,0.3246153846153846,True,2024-12-17
R10VWMAV63WI2H,U02673,B0CXDL2NP6,5.0,men collared shirt piece low expectation figured work could return little overweight around lb ordered xl fit perfectly overall maybe inch longer bottom would preferred standing little extra cover crack bend seems like good idea collar stiffness hold form well material soft feel nice touch color also nice would definitely order,0.184090909090909,True,2024-10-02
RUPA0PYXOA6DD,U02697,B0CXDL2NP6,5.0,five star cause love shirt set like picture washable washing machine light shirt,0.45,True,2025-03-02
RSCFH1HDKMWK2,U02861,B0CXDL2NP6,4.0,great,0.8,True,2025-02-05
R1RHIMEIOYEAS7,U01911,B09MHPSWY2,5.0,surprised well shirt fit comfortable overly loose baggy material higher quality expected biggest positive require ironing main reason purchased nice variety color although one wash seem hold well discount store shopper would say easily better quality value nitpick large logo star patch arm shirt one care name brand buy pack like hard feel little self conscious obvious logo give away fact buy clothes bulk overall fit well look great,0.1945630758130758,True,2024-11-16
R2HHP7I6B7ZSEL,U01634,B09MHPSWY2,5.0,usually wear x went x fit greatthe shirt worth money sure wash yet really know hold upi put second order shirt great buy price holding great,0.34375,True,2025-02-25
RCJ85WI3COMLB,U00602,B09MHPSWY2,4.0,nice shirt run small,0.175,True,2025-02-26
RRGQIDFXRM9DY,U02527,B09MHPSWY2,5.0,review finding shirt fit husband always challenge zity polo shirt perfect match fit greatcomfortable stylish right length moisturewicking material bonus keeping cool dry golf casual outingswe impressed went back bought different color goto shirt summer highly recommend anyone looking quality great fit especially taller guy absolutely worth,0.3143154761904762,True,2024-12-08
RA5NKYVOG4G8R,U02968,B09MHPSWY2,5.0,well designed extremely well crafted light weight easy wicking comfortable desire ever iron anything dont worry shirt come dryer wrinkle free would remind people dry anything shirt particularly great deal love color,0.3427083333333333,True,2025-03-02
R1UZ3VFAUR0LGT,U00276,B09MHPSWY2,5.0,awesome casual look feel,0.2499999999999999,True,2025-02-25
R1PLMB59F0H9J,U01250,B09MHPSWY2,3.0,amazing design bad quality material,-0.05,True,2025-03-07
RAKPJ13KEG1ZY,U02671,B09MHPSWY2,5.0,ive week complaint comfortable pretty affordable sale,0.1166666666666666,True,2025-02-11
R1GPPT00DDK8K6,U02709,B09MHPSWY2,4.0,feel great thought came one size small order bigger size love,0.2625,True,2025-02-22
RT3D9ZEZZ8AZD,U00930,B09MHPSWY2,5.0,arrived time product better thought would many shirt color nice would buy seller,0.5333333333333333,True,2025-03-04
R1E2EVDDZ4YITM,U00139,B0DPQC1NSV,5.0,buying clothes online often disappointing able see feel garment always roll dice happy say shirt absolute winthe shirt came tiny box threw second applaud eco packaging pin cardboard etc shirt cleanly sealed plastic bag zero wrinklesquality well made perfect even seam stitching nicely finished collar tight buttonsmaterial soft stretchy polyester spandex blend almost feel like cotton great feature outdoors upf besides nearly wrinkle free another nice plus wicking shirt dry fast travel lot sometimes run clothes able hand wash item dry quickly still look presentable always appreciated especially packing light long international travelfit stretchy ideal active wear golf happy report shirt true size something thats always challenge many imported shirtslook firm collar flattering fit maelreg logo tastefully ironed sleeve chose grey offwhite multi grey pink stripe review stated color bit neon luckily stripe grey subtle keep shirt understated feel im fan breathingwicking shirt especially hot humid south summer polo shirt equivalent woman little black dress casual collar still keep dressy enough anything shirt easily dressed worn sport coat another essential travelnegatives none speak usual slight finishing odor wash everything wearing complaint would liked choice primary solid color variationsall nice shirt good comparative value similar polo shirt pleased,0.1939502164502164,False,2025-02-27
R2GF00OJ5KIFJC,U01165,B0DPQC1NSV,5.0,recently got maelreg men golf shirt quickly become goto choice golf casual wear here highly recommend themcomfort dry fit moisturewicking material incredibly comfortable keep cool dry even hottest day fabric soft skin nice stretch allowing freedom movement swingperformance shirt designed performance mind moisturewicking technology work like charm keeping comfortable focused game short sleeve breathable fabric make perfect long hour coursefit regular fit rightnot tight loose provides flattering silhouette allowing easy movement collared design add touch sophistication making shirt suitable golf casual outingsstyle striped design classic stylish variety color available make easy find shirt match personal style whether im golf course casual day shirt look great receive plenty complimentsquality quality shirt topnotch stitching solid fabric hold well multiple wash havent faded lost shape big plus mevalue price golf shirt offer excellent value get highquality stylish performancedriven shirt perfect various occasion great deal anyone looking upgrade wardrobe versatile reliable polo shirt,0.2207326007326007,False,2025-03-01
R3K8J76PMZZRK8,U02995,B0DPQC1NSV,4.0,ordered polo fruit greennavy stripe variety get computer monitor arent always perfect judge color mine usually pretty close reality report green striping actual shirt far less subtle appears product page enough doubt ill wear anywhere golf course fashion standard everyone elses seem lower medium ordered true size fabric nice feel hang well see wearing tucked untucked stitchery look pretty good although im expert product page show shirt crisp crease standup collar make claim reinforced collar actual collar isnt reinforced dont expect itll crisp well creased long care instruction extra button sewn shirt say put dryer wicking shirt claim ill still probably dry line slip tumble dry nice know manufacturer would objection thirtythree dollar id say price right im happy expect walk many golf hole,0.1558608058608058,False,2025-02-24
R2LNNJY44P4HTY,U02311,B0DPQC1NSV,5.0,live warm area im always lookout quality comfortable lightweight shirt like wear work im outside activethis golf shirt fit great plenty space flex shirt lightweight easy care well wash dry hang doesnt hold wrinkle look great wear like shirt also versatile wear golf course wear work nicer pair pant look greati like shirt soft comfortable easy care also really like fit shirt tight feel great wear overall really pleased shirt plan wearing part regular rotation,0.3240943267259057,False,2025-03-03
R29Y5J30OP5M14,U00290,B0DPQC1NSV,5.0,piece maelreg clothing well made fit well look new product shirt delivered quickly arrived well packaged side small box thought nice touch dont see much amazon product would make nice gift box tall lb ordered large size fit perfect sleeve pretty much right prefer long shirt material soft stretchy feel great wear would definitely consider performance type material feel cool summer heat shirt great styling look like higher end shirt usually cost lot one sell cant wait wear golf course summer,0.3084848484848485,False,2025-02-25
R2BX0D9KH04HDS,U00892,B0DPQC1NSV,5.0,review maelreg men golf shirt dry fit moisture wicking performance sport short sleeve striped collared polo shirt menits hard love shirt size ordered fit perfectly love lightweight material ordered blue stripe thought would darker blue light shade still ok three button collar nice keep shape pretty shirt comfortable wear,0.2565476190476191,False,2025-03-06
R1FR75WD4ILUHD,U01231,B0DPQC1NSV,5.0,maelreg yellowviolet striped medium shirt fit perfectly color go well blue short shirt moisture wicking material soft made polyester spandex allowing shirt stretch shirt light weight great hot arizona summer shirt well made,0.36875,False,2025-03-02
R1940MHLW15STK,U00485,B0DPQC1NSV,5.0,cant say enough good thing shirt fit material color detail point everything shirt high quality line premium brand pro shop sizing right id expect fit perfect material ideal amount stretch could see fitting great body type also looking spandexlike around awesome shirt really good quality best market,0.6035164835164835,False,2025-02-27
R15OC3AN7LRO92,U00069,B0DPQC1NSV,4.0,husband love feel fabric lightweight stretchy comfortable cool also wrinklefree doesnt require special laundering ironing light blue cobalt stripe version look nice person would perfect wear golf course size would size husband generally size xlarge sometimes large fit better wish would ordered large xlarge big overall give shirt brotherinlaw bit bigger husband,0.3116071428571428,False,2025-03-07
R1UC8ZJFECKO3E,U00837,B0DPQC1NSV,5.0,attractive shirt size appropriate enjoy subdued color promoted golf shirt long time since played golf dont guess anybody mind wear nongolf purpose material nice somewhat clingy nature work fine real tight im happy shirt,0.3998511904761904,False,2025-02-24
R3TC953N1CZD15,U02116,B0CQTCDJJ7,5.0,great golf good fit,0.6333333333333333,True,2025-02-26
R1T7B5PDIZC8KS,U02355,B0CQTCDJJ7,5.0,nice material design good order different colour black perfect fit orange felt like half size smaller,0.2958333333333333,True,2024-12-16
R2KR76NRWZG8WU,U02031,B0CQTCDJJ7,5.0,nice shirt price,0.6,True,2024-12-28
R146KZNQD1OR9I,U01317,B0CQTCDJJ7,5.0,great fit well made,0.6000000000000001,True,2024-11-20
R3V3NO6TT4N1GY,U00624,B0CQTCDJJ7,4.0,dont get benefit performance wrinkle free pick another color important youupdate company reached send thoughtful message appreciating comment,0.4000000000000001,True,2024-09-01
R3FOFW72PMFTPH,U02604,B0CQTCDJJ7,5.0,shirt made nice material slight sheen look nice material comfortable make perfect golf shirt seems fit true size loved color ended buying two two different color delivery also quick,0.4216666666666666,True,2024-08-28
R308881VRRF9FZ,U02227,B0CQTCDJJ7,5.0,good quality colorgreenthicker material wrinkle prone dryer,0.7,True,2024-10-25
R2YK2P2NDW8L3F,U01926,B0CQTCDJJ7,3.0,shirt stuffed small plastic bag came wrinkledunable get wrinkle gifted someone elsesize bit small large,0.0535714285714285,True,2024-12-31
RT02373OGI52U,U00543,B0CQTCDJJ7,4.0,nice fit look nice lightweight breathable great shirt price,0.6000000000000001,True,2024-06-06
R2E2VH95Z73IT1,U00136,B0CQTCDJJ7,5.0,love,0.5,True,2024-10-27
RNM2MNVSTFD77,U02423,B0B47Q6QYP,5.0,slimfit tshirt absolutely perfect fit like dreamsnug tight right amount stretch make comfortable day long cut super flattering give clean tailored lookthe fabric feel soft highquality hold well washing without shrinking losing shape whether dressed versatile enough occasionif youre looking slimfit tshirt fit perfectly look great one get highly recommend,0.3583673469387755,True,2025-01-03
R1KRD67OQSLV6Q,U02511,B0B47Q6QYP,5.0,durable fitted long lasting cost minimal shrinkage washed,-0.05,True,2025-02-24
R11989IYQJ4MIZ,U02213,B0B47Q6QYP,5.0,like size medium good cotton,0.7,True,2025-01-03
R2C939ZY6SX5YT,U01781,B0B47Q6QYP,5.0,love shirt soft comfortable fit tall people well also,0.35,True,2024-10-29
R2UJ5Y9ASMCAID,U02640,B0B47Q6QYP,5.0,son left home course classic fit great,0.3416666666666667,True,2024-12-08
R2T3CZIQBH5DHI,U01341,B0B47Q6QYP,4.0,much money get paying name brand,0.2,True,2023-09-03
R2AR65FATO3O90,U02750,B0B47Q6QYP,5.0,teenage boy love new shirt great quality doesnt shrink fade wash like brand,0.3590909090909091,True,2025-02-03
R3UTZ52LNRK217,U01572,B0B47Q6QYP,5.0,husband love shirt sale im glad got super soft course great quality polo,0.4466666666666666,True,2024-09-20
R1G8JVGO1OK55X,U01218,B0B47Q6QYP,5.0,nice quality,0.6,True,2025-01-07
R152535XQ8FR16,U00655,B0B47Q6QYP,5.0,bought boyfriend four anniversary fit nice enough flattering,0.3333333333333333,True,2024-10-30
R23PXGTG3QG5WG,U02733,B0BPHD8XCN,5.0,great quality white polo shirt fabric soft breathable hold shape well washing fit true size,0.3299999999999999,True,2025-02-24
R2ZPWASCW9V6QU,U02857,B0BPHD8XCN,5.0,great fit,0.6000000000000001,True,2025-01-23
R2AKFPUPLZFRAK,U00555,B0BPHD8XCN,5.0,came extremely fast good clean look perfect casual wear,0.3533333333333333,True,2025-03-03
RPUAJS7WVZOAK,U01216,B0BPHD8XCN,5.0,fit perfect shipped fast,0.5333333333333333,True,2025-01-06
R1CCX9IXL5T6X8,U00047,B0BPHD8XCN,5.0,heavy cotton quality feel,-0.2,True,2025-02-22
RT3GD734W2113,U01350,B0BPHD8XCN,4.0,love,0.5,True,2025-02-06
R33CC44WVZHI7Q,U02544,B0BPHD8XCN,5.0,smooth soft highly recommended pony nice,0.315,True,2024-12-28
R16G2P1YB7Y0SA,U02906,B0BPHD8XCN,5.0,great product,0.8,True,2025-02-01
RO7TZ0HSNTU99,U02659,B0BPHD8XCN,4.0,great qualityno bad orderswill bye,0.0500000000000001,True,2025-02-26
R3L4AKSY4D7ARS,U00620,B0BPHD8XCN,5.0,exactly paid,0.25,True,2025-01-26
R203GHXB2JQCO5,U00228,B005LCMU00,5.0,polo tshirt high quality look exactly like picture description describes,0.205,True,2025-02-19
R24K38J9YXFHER,U02125,B005LCMU00,5.0,quality fabric high fit true size comfortable even hot day color nice,0.36,True,2025-01-22
R2WI9SLP78NU3Y,U00749,B005LCMU00,4.0,nice good quality shirt would say semi formal gave one star feel like run bit big,0.4333333333333333,True,2024-12-10
R2H8TXF6G9PGDI,U00957,B005LCMU00,5.0,ok gave shirt star review even though issuesfirst fit well accurately sizedthey look good guy polo shirt priceas issue bought pack greywhiteblack list made usa amazon received label state made bangladesh really big deal people may bealso black shirt display white logo received one red logo already prior purchase big deal since ill take great price descriptive accuracy well long isnt major difference isi washed previously purchased black shirt couple time didnt suffer real shrinkageso im happy far probably order,0.1532894736842105,True,2025-02-10
R2WM89F3ASMGF1,U01380,B005LCMU00,5.0,expected overall pretty good little big though pretty comfortable look nice want simple polo recommend,0.19125,True,2024-12-04
R21XLUIRUA3WL7,U00951,B005LCMU00,5.0,fit accurate great price point quality pleasantly surprised made good gift someone didnt know well perfect wardrobe staple,0.5666666666666668,True,2024-12-28
R1ITO1I1N2M54F,U00127,B005LCMU00,3.0,good qualityweight fabric nice ratio cottonpolyester blend imho nice shirthowever depending brand sometimes wear l sometimes xl ordered one l snug xl fit shouldersgut well im lb found length touch long side acceptable cutlength sleeve way biceps sleeve hung loose came elbow average size arm thing would flapping breeze good look dont think ive ever return l xl otherwise good quality shirt,0.3803418803418804,True,2024-12-30
RYQTGZEVYFYS4,U02336,B005LCMU00,5.0,good quality boyfriend always wear black shirt great addition wardrobe,0.4444444444444445,True,2025-02-27
RNAI7VACNEKKF,U01985,B005LCMU00,4.0,hace dudar que sean originales,0.0,True,2025-03-03
R23RD9UOJHYDIR,U01748,B005LCMU00,4.0,well made great looking ordered small thats giving son love,0.35,True,2025-02-19
R3UUA56I8NVDQX,U01754,B0DSBXZY87,5.0,great fit sizing correct nice looking shirt got burgundy color,0.6000000000000001,False,2025-03-06
R1XQ4WBE3FTPVC,U02493,B0DSBXZY87,5.0,shirt fit well size appropriate material soft wear hot weather without worrying shirt changing color due sweating like wear play golf also good shirt business leisure day,0.3041666666666666,False,2025-03-07
R3RPP2L6K4XW5,U00420,B0C8GBQ3QS,5.0,good material,0.7,True,2025-02-09
R1XJKZ6E3AIN2G,U02550,B00GZIT5A2,5.0,nice excellent quality,0.8,True,2025-02-01
R3L97DG389E2YI,U01070,B08SM3CDLN,5.0,stylish need reasonable price good fit im foot like wicking aspect worked well golf course pink color solid quality met expectationswill purchasing additional one several color option,0.2428571428571428,True,2025-02-20
R33MUGW3UQ62Y4,U02289,B08SM3CDLN,5.0,true size shirt feel fit great order three shirt today highly recommend,0.4275,True,2025-03-02
R30HHQYVX0W7W8,U02542,B08SM3CDLN,4.0,run big large extra large went extra large way big good quality nice shirt,0.2158730158730158,True,2024-09-23
R2I6GO6S5P1I9J,U01642,B08SM3CDLN,5.0,great shirt look fit great,0.6666666666666666,True,2025-03-04
R3FKZR5CN9WTYO,U00513,B08SM3CDLN,3.0,quality shirt good shown picture little bit big ordered little bit long big,0.0458333333333333,True,2025-01-16
R2XU17I3OYR45S,U02329,B08SM3CDLN,5.0,husband like shirt lot fit nicely also fabric nice bought x,0.5333333333333333,True,2025-02-25
R3J7F68EUXHBU7,U02234,B08SM3CDLN,5.0,husband love feel fit color plus price cant beat ordered several color,0.3,True,2025-03-04
R1GJSUD3FU2DKT,U00140,B08SM3CDLN,5.0,nice value good material love color wash wear,0.6,True,2025-02-20
RNBG9CGVS03ZK,U02659,B08SM3CDLN,4.0,stretchy fabric including collar comfortable breathes well,0.4,True,2025-03-02
R2XHHDBXCTK6KQ,U01516,B08SM3CDLN,5.0,fabric medium thickness im sweaty wear outside work there great variety color price v quality zity hard beat,0.1694444444444444,True,2025-03-04
R1VWQWB0QCTEPA,U01648,B0DCP4FHYY,5.0,good quality shirt nice color worth value,0.5333333333333333,True,2025-02-25
R1SK2WYFG8RO6K,U02188,B0DCP4FHYY,5.0,loved,0.7,True,2025-02-17
R364PG3TINSP3N,U00540,B0DCP4FHYY,1.0,mad product listed men youth waste money lied product listedi angry need zero star review,-0.441666667,True,2024-12-10
R1L3SRY1YIDEDK,U00018,B0DCP4FHYY,5.0,kid loved little bit small good fabric,0.2406249999999999,True,2025-01-09
R2WADFQLSCJ10S,U00349,B0DCP4FHYY,5.0,right size pleased order,0.3928571428571428,True,2024-12-19
R2CGYRNYHL5GI,U01941,B0DCP4FHYY,5.0,bought gift brother medium size fit nicely loving quality tshirt soft thick material definitely looking smell,0.16,True,2024-11-18
RQYVPGO3DF4V4,U02699,B0DCP4FHYY,1.0,say men top product actually boy size ugh didnt want deal return ate cost,0.25,True,2024-12-21
RVFO0UQAWAH7P,U01493,B0DCP4FHYY,5.0,great tshirts height fit well,0.6000000000000001,True,2024-11-13
R5N75UAE2WW4M,U01008,B0DCP4FHYY,4.0,good item size may confusing l size boy may accurate year old boy,0.225,True,2025-01-23
R364OHNBWSWQ72,U02573,B0DCP4FHYY,3.0,material good,0.7,True,2025-01-11
R24VD01B4XNUUD,U00012,B07JBRGFH4,5.0,recently bought gildan men crew tshirts im really happy purchase fabric soft comfortable making tshirts perfect allday wear classic fit thats neither tight loose material feel durable without heavythese shirt hold well multiple washesno shrinking fading losing shape theyre great layering wearing price make excellent value quality also appreciate versatile easily paired jean short undershirtoverall gildan tshirts great addition wardrobe would definitely recommend anyone looking reliable everyday shirtspros soft comfortable fabric durable hold well washing classic versatile fit great value pricecons none far,0.3222248765727026,True,2025-03-05
