session_id,user_id,session_start,session_end,device,browser,traffic_source,session_duration_sec,pages_visited,bounce,conversion
S0000037,U00033,2025-03-27 21:35:00,2025-03-27 21:46:13,Mobile,Edge,Direct,673,5,0,False
S0000038,U00439,2025-03-12 10:17:00,2025-03-12 10:27:37,Tablet,Safari,Recommendation,637,10,0,False
S0000039,U02071,2025-03-04 12:57:00,2025-03-04 13:26:52,Tablet,Firefox,Direct,1792,3,0,True
S0000040,U00015,2025-02-12 20:08:00,2025-02-12 20:30:44,Mobile,Firefox,Email,1364,15,0,False
S0000041,U02298,2025-01-02 09:04:00,2025-01-02 09:28:35,Tablet,Chrome,Direct,1475,6,0,False
S0000042,U01761,2025-01-17 08:19:00,2025-01-17 08:32:26,Mobile,Safari,Recommendation,806,9,0,False
S0000043,U02732,2025-01-14 13:49:00,2025-01-14 14:09:06,Desktop,Edge,Recommendation,1206,7,0,False
S0000044,U00726,2025-02-22 08:11:00,2025-02-22 08:37:08,Desktop,Edge,Direct,1568,7,0,False
S0000045,U02873,2025-01-14 14:55:00,2025-01-14 14:57:19,Mobile,Edge,Ads,139,13,0,False
S0000046,U01251,2025-01-30 11:01:00,2025-01-30 11:24:31,Desktop,Safari,Search,1411,10,0,True
S0000047,U01439,2025-03-24 16:25:00,2025-03-24 16:49:11,Tablet,Safari,Search,1451,5,0,False
S0000048,U01070,2025-01-23 17:16:00,2025-01-23 17:18:18,Desktop,Safari,Direct,138,15,0,True
S0000049,U02484,2025-03-07 09:24:00,2025-03-07 09:44:40,Mobile,Firefox,Search,1240,18,0,True
S0000050,U02206,2025-03-29 19:47:00,2025-03-29 20:13:09,Desktop,Firefox,Search,1569,12,0,False
S0000051,U02553,2025-02-10 18:54:00,2025-02-10 18:59:15,Desktop,Safari,Ads,315,12,0,False
S0000052,U01649,2025-03-31 12:35:00,2025-03-31 12:40:20,Tablet,Firefox,Recommendation,320,11,0,True
S0000053,U01664,2025-03-12 21:00:00,2025-03-12 21:11:22,Desktop,Safari,Ads,682,16,0,True
S0000054,U01812,2025-03-28 11:32:00,2025-03-28 11:49:09,Tablet,Edge,Search,1029,11,0,False
S0000055,U02112,2025-03-26 18:39:00,2025-03-26 18:51:26,Mobile,Safari,Recommendation,746,8,0,True
S0000056,U00604,2025-01-04 08:15:00,2025-01-04 08:32:13,Mobile,Firefox,Ads,1033,8,0,False
S0000057,U02943,2025-03-31 14:31:00,2025-03-31 14:45:38,Tablet,Chrome,Search,878,15,0,True
S0000058,U00897,2025-01-23 20:44:00,2025-01-23 21:02:40,Tablet,Edge,Search,1120,16,0,False
S0000059,U00547,2025-03-01 18:33:00,2025-03-01 18:53:04,Desktop,Firefox,Email,1204,16,0,False
S0000060,U00652,2025-03-02 15:16:00,2025-03-02 15:42:39,Tablet,Safari,Email,1599,17,0,True
S0000061,U02568,2025-01-31 12:28:00,2025-01-31 12:31:38,Mobile,Safari,Direct,218,12,0,False
S0000062,U02213,2025-01-11 10:09:00,2025-01-11 10:17:53,Mobile,Edge,Search,533,15,0,False
S0000063,U01670,2025-02-12 16:29:00,2025-02-12 16:44:11,Desktop,Firefox,Email,911,2,0,True
S0000064,U02359,2025-02-18 15:00:00,2025-02-18 15:13:00,Desktop,Firefox,Email,780,9,0,True
S0000065,U02000,2025-01-29 12:27:00,2025-01-29 12:44:34,Desktop,Firefox,Recommendation,1054,16,0,True
S0000066,U00523,2025-03-21 16:01:00,2025-03-21 16:15:26,Tablet,Chrome,Search,866,15,0,False
S0000067,U00556,2025-03-01 10:03:00,2025-03-01 10:12:52,Mobile,Firefox,Direct,592,12,0,False
S0000068,U01553,2025-02-05 20:53:00,2025-02-05 21:08:23,Mobile,Firefox,Search,923,3,0,True
S0000069,U01434,2025-01-29 18:04:00,2025-01-29 18:31:39,Mobile,Chrome,Recommendation,1659,8,0,False
S0000070,U00084,2025-03-21 10:15:00,2025-03-21 10:20:18,Mobile,Edge,Ads,318,10,0,False
S0000071,U01511,2025-01-22 17:38:00,2025-01-22 18:04:31,Mobile,Safari,Search,1591,2,0,False
S0000072,U01278,2025-03-15 18:58:00,2025-03-15 19:11:48,Tablet,Edge,Search,828,9,0,False
S0000073,U00418,2025-03-31 20:19:00,2025-03-31 20:43:21,Mobile,Chrome,Direct,1461,15,0,False
S0000074,U02710,2025-02-17 09:32:00,2025-02-17 09:55:06,Desktop,Firefox,Search,1386,15,0,True
S0000075,U01484,2025-03-23 22:53:00,2025-03-23 23:09:41,Desktop,Edge,Email,1001,10,0,False
S0000076,U02523,2025-03-10 20:30:00,2025-03-10 20:46:52,Tablet,Safari,Direct,1012,9,0,False
S0000077,U00355,2025-02-05 22:28:00,2025-02-05 22:37:19,Tablet,Firefox,Direct,559,2,0,False
S0000078,U02025,2025-02-11 10:31:00,2025-02-11 10:39:14,Desktop,Safari,Direct,494,10,0,False
S0000079,U02277,2025-01-02 16:12:00,2025-01-02 16:15:55,Desktop,Firefox,Email,235,9,0,True
S0000080,U02829,2025-03-02 18:45:00,2025-03-02 19:02:45,Mobile,Chrome,Direct,1065,9,0,False
S0000081,U01657,2025-03-30 11:19:00,2025-03-30 11:42:39,Desktop,Safari,Ads,1419,12,0,False
S0000082,U01442,2025-03-31 15:17:00,2025-03-31 15:28:27,Mobile,Edge,Direct,687,5,0,True
S0000083,U02195,2025-03-30 10:12:00,2025-03-30 10:20:23,Desktop,Safari,Search,503,8,0,False
S0000084,U01214,2025-01-30 13:11:00,2025-01-30 13:22:19,Tablet,Edge,Direct,679,3,0,True
S0000085,U00224,2025-03-12 12:44:00,2025-03-12 12:49:18,Desktop,Chrome,Search,318,11,0,False
S0000086,U01923,2025-03-03 15:21:00,2025-03-03 15:28:17,Desktop,Firefox,Search,437,4,0,False
S0000087,U01642,2025-03-04 09:36:00,2025-03-04 09:58:29,Mobile,Edge,Email,1349,11,0,False
S0000088,U00349,2025-02-01 09:35:00,2025-02-01 10:02:05,Tablet,Edge,Email,1625,14,0,False
S0000089,U01846,2025-02-26 12:55:00,2025-02-26 13:16:05,Desktop,Chrome,Email,1265,5,0,False
S0000090,U00852,2025-03-22 11:16:00,2025-03-22 11:39:32,Mobile,Edge,Email,1412,4,0,True
S0000091,U00642,2025-01-01 14:28:00,2025-01-01 14:52:31,Desktop,Chrome,Recommendation,1471,11,0,False
S0000092,U02896,2025-02-06 19:55:00,2025-02-06 20:11:29,Mobile,Safari,Email,989,8,0,True
S0000093,U01742,2025-01-15 16:14:00,2025-01-15 16:37:06,Desktop,Edge,Search,1386,3,0,True
S0000094,U00680,2025-02-09 17:47:00,2025-02-09 18:16:08,Desktop,Firefox,Search,1748,16,0,False
S0000095,U02821,2025-02-08 19:25:00,2025-02-08 19:35:17,Desktop,Firefox,Search,617,3,0,False
S0000096,U01770,2025-02-11 17:16:00,2025-02-11 17:17:52,Tablet,Chrome,Direct,112,3,1,True
S0000097,U00718,2025-03-02 16:41:00,2025-03-02 16:57:05,Mobile,Firefox,Ads,965,4,0,False
S0000098,U01926,2025-02-14 14:21:00,2025-02-14 14:32:57,Mobile,Safari,Ads,717,17,0,False
S0000099,U01181,2025-03-26 14:52:00,2025-03-26 15:18:57,Desktop,Chrome,Direct,1617,10,0,False
S0000100,U01325,2025-01-15 20:25:00,2025-01-15 20:43:33,Mobile,Firefox,Ads,1113,3,0,False
S0000101,U00769,2025-03-08 13:39:00,2025-03-08 14:05:49,Desktop,Chrome,Recommendation,1609,10,0,False
S0000102,U02250,2025-01-17 22:18:00,2025-01-17 22:33:57,Desktop,Chrome,Search,957,9,0,False
S0000103,U02908,2025-01-21 12:35:00,2025-01-21 12:36:28,Mobile,Edge,Search,88,16,1,False
S0000104,U00482,2025-03-24 21:09:00,2025-03-24 21:27:00,Desktop,Safari,Ads,1080,17,0,False
S0000105,U01935,2025-02-01 15:35:00,2025-02-01 15:40:56,Tablet,Edge,Search,356,10,0,False
S0000106,U01700,2025-02-13 22:50:00,2025-02-13 23:08:19,Mobile,Safari,Direct,1099,17,0,True
S0000107,U00609,2025-02-27 16:30:00,2025-02-27 16:42:46,Tablet,Firefox,Ads,766,12,0,True
S0000108,U00773,2025-03-31 11:36:00,2025-03-31 11:50:04,Desktop,Chrome,Direct,844,17,0,True
S0000109,U02889,2025-02-18 14:42:00,2025-02-18 15:10:02,Mobile,Firefox,Search,1682,6,0,False
S0000110,U02058,2025-03-17 13:55:00,2025-03-17 13:59:25,Desktop,Chrome,Email,265,16,0,False
S0000111,U00063,2025-01-19 14:55:00,2025-01-19 15:18:20,Mobile,Firefox,Direct,1400,12,0,False
S0000112,U02553,2025-03-30 14:41:00,2025-03-30 14:44:44,Tablet,Firefox,Direct,224,17,0,False
S0000113,U02217,2025-01-05 17:04:00,2025-01-05 17:13:00,Desktop,Edge,Search,540,15,0,False
S0000114,U00404,2025-03-23 19:55:00,2025-03-23 19:59:25,Tablet,Safari,Search,265,3,0,False
S0000115,U01329,2025-01-08 12:22:00,2025-01-08 12:35:47,Mobile,Firefox,Email,827,7,0,False
S0000116,U00697,2025-01-23 09:39:00,2025-01-23 09:53:03,Mobile,Firefox,Email,843,6,0,False
S0000117,U00952,2025-03-01 18:16:00,2025-03-01 18:32:41,Mobile,Firefox,Direct,1001,7,0,True
S0000118,U00303,2025-02-26 13:37:00,2025-02-26 13:48:12,Desktop,Safari,Ads,672,11,0,False
S0000119,U00816,2025-02-19 21:30:00,2025-02-19 21:34:38,Tablet,Safari,Email,278,11,0,True
S0000120,U02865,2025-02-07 08:53:00,2025-02-07 09:16:28,Mobile,Chrome,Email,1408,17,0,False
S0000121,U01173,2025-01-30 17:51:00,2025-01-30 18:04:01,Mobile,Safari,Recommendation,781,5,0,True
S0000122,U02571,2025-03-24 08:19:00,2025-03-24 08:46:55,Tablet,Safari,Recommendation,1675,4,0,False
S0000123,U01209,2025-02-11 19:26:00,2025-02-11 19:32:59,Tablet,Safari,Email,419,18,0,True
S0000124,U01117,2025-01-22 12:58:00,2025-01-22 13:27:08,Desktop,Safari,Search,1748,16,0,False
S0000125,U00309,2025-01-19 20:14:00,2025-01-19 20:38:05,Desktop,Safari,Search,1445,14,0,False
S0000126,U00058,2025-02-03 16:07:00,2025-02-03 16:23:31,Tablet,Safari,Email,991,14,0,False
S0000127,U02616,2025-02-17 09:43:00,2025-02-17 09:51:58,Tablet,Safari,Email,538,9,0,False
S0000128,U02653,2025-01-09 18:52:00,2025-01-09 19:08:50,Desktop,Firefox,Search,1010,6,0,False
S0000129,U00186,2025-01-05 12:31:00,2025-01-05 12:35:57,Tablet,Edge,Ads,297,16,0,True
S0000130,U01520,2025-03-27 19:44:00,2025-03-27 20:03:26,Tablet,Edge,Ads,1166,5,0,False
S0000131,U02005,2025-03-20 14:17:00,2025-03-20 14:19:07,Mobile,Firefox,Ads,127,9,0,False
S0000132,U01486,2025-01-13 18:23:00,2025-01-13 18:42:35,Tablet,Safari,Search,1175,14,0,False
S0000133,U01131,2025-01-25 09:54:00,2025-01-25 10:23:07,Tablet,Edge,Email,1747,2,0,False
S0000134,U00208,2025-02-12 11:08:00,2025-02-12 11:35:51,Mobile,Edge,Email,1671,8,0,False
S0000135,U00955,2025-02-12 20:09:00,2025-02-12 20:36:55,Mobile,Safari,Recommendation,1675,6,0,False
S0000136,U02213,2025-02-02 20:11:00,2025-02-02 20:15:45,Mobile,Edge,Search,285,13,0,False
S0000137,U00975,2025-03-17 13:01:00,2025-03-17 13:07:56,Mobile,Firefox,Email,416,5,0,True
S0000138,U00261,2025-03-02 15:49:00,2025-03-02 16:02:21,Mobile,Firefox,Email,801,9,0,False
S0000139,U02520,2025-01-06 19:50:00,2025-01-06 20:13:29,Desktop,Chrome,Search,1409,17,0,False
S0000140,U01646,2025-02-24 18:06:00,2025-02-24 18:23:44,Desktop,Chrome,Search,1064,12,0,False
S0000141,U02492,2025-01-19 09:08:00,2025-01-19 09:18:23,Tablet,Safari,Ads,623,18,0,False
S0000142,U01208,2025-02-28 16:38:00,2025-02-28 16:53:41,Tablet,Chrome,Email,941,8,0,True
S0000143,U01762,2025-02-27 22:14:00,2025-02-27 22:29:07,Desktop,Firefox,Ads,907,5,0,True
S0000144,U01281,2025-02-24 13:42:00,2025-02-24 13:51:42,Mobile,Firefox,Search,582,4,0,False
S0000145,U00350,2025-01-12 14:06:00,2025-01-12 14:32:24,Mobile,Chrome,Email,1584,12,0,False
S0000146,U02745,2025-01-16 14:22:00,2025-01-16 14:45:42,Desktop,Chrome,Direct,1422,11,0,False
S0000147,U01441,2025-01-14 17:32:00,2025-01-14 17:40:15,Desktop,Edge,Search,495,13,0,True
S0000148,U02279,2025-02-17 09:48:00,2025-02-17 09:58:30,Desktop,Chrome,Email,630,10,0,False
S0000149,U00119,2025-01-24 12:44:00,2025-01-24 13:11:01,Desktop,Safari,Search,1621,7,0,True
S0000150,U00587,2025-03-14 18:25:00,2025-03-14 18:28:22,Tablet,Chrome,Search,202,18,0,True
S0000151,U00882,2025-02-18 14:29:00,2025-02-18 14:41:38,Desktop,Safari,Email,758,4,0,True
S0000152,U00216,2025-01-20 10:48:00,2025-01-20 11:10:05,Mobile,Safari,Ads,1325,15,0,True
S0000153,U01990,2025-03-19 15:26:00,2025-03-19 15:36:19,Tablet,Chrome,Direct,619,15,0,True
S0000154,U00455,2025-02-06 18:43:00,2025-02-06 19:04:14,Tablet,Safari,Search,1274,9,0,False
S0000155,U01619,2025-03-18 08:00:00,2025-03-18 08:07:58,Mobile,Edge,Direct,478,11,0,True
S0000156,U01344,2025-01-16 08:31:00,2025-01-16 08:57:29,Mobile,Firefox,Email,1589,9,0,False
S0000157,U02050,2025-03-13 21:42:00,2025-03-13 22:10:31,Desktop,Chrome,Ads,1711,2,0,False
S0000158,U01884,2025-01-10 21:20:00,2025-01-10 21:40:39,Desktop,Firefox,Direct,1239,5,0,False
S0000159,U01660,2025-01-03 13:10:00,2025-01-03 13:38:21,Desktop,Safari,Search,1701,15,0,False
S0000160,U00434,2025-02-01 14:37:00,2025-02-01 14:51:40,Desktop,Safari,Direct,880,9,0,False
S0000161,U01365,2025-01-22 09:32:00,2025-01-22 09:54:36,Tablet,Edge,Direct,1356,13,0,True
S0000162,U02980,2025-03-24 21:09:00,2025-03-24 21:18:03,Desktop,Edge,Recommendation,543,6,0,True
S0000163,U02685,2025-01-10 10:49:00,2025-01-10 11:11:26,Tablet,Firefox,Email,1346,12,0,False
S0000164,U02570,2025-02-10 10:28:00,2025-02-10 10:31:19,Tablet,Safari,Direct,199,3,0,False
S0000165,U01442,2025-03-06 09:19:00,2025-03-06 09:35:45,Mobile,Safari,Direct,1005,4,0,False
S0000166,U02641,2025-01-12 17:38:00,2025-01-12 17:56:18,Tablet,Chrome,Ads,1098,8,0,False
S0000167,U01317,2025-03-19 15:32:00,2025-03-19 15:38:08,Desktop,Chrome,Direct,368,4,0,False
S0000168,U02067,2025-03-24 10:02:00,2025-03-24 10:11:27,Desktop,Edge,Direct,567,13,0,False
S0000169,U01159,2025-02-19 14:49:00,2025-02-19 15:01:32,Mobile,Safari,Search,752,12,0,False
S0000170,U00388,2025-03-13 18:24:00,2025-03-13 18:34:41,Tablet,Edge,Direct,641,4,0,True
S0000171,U02387,2025-03-26 10:58:00,2025-03-26 11:10:56,Tablet,Firefox,Recommendation,776,4,0,True
S0000172,U01269,2025-03-13 14:41:00,2025-03-13 15:09:01,Mobile,Chrome,Ads,1681,18,0,True
S0000173,U01483,2025-01-03 13:19:00,2025-01-03 13:26:09,Desktop,Firefox,Recommendation,429,9,0,False
S0000174,U00564,2025-01-20 09:18:00,2025-01-20 09:47:49,Tablet,Chrome,Direct,1789,6,0,False
S0000175,U02447,2025-02-18 10:10:00,2025-02-18 10:17:10,Tablet,Edge,Ads,430,3,0,False
S0000176,U01683,2025-02-16 18:46:00,2025-02-16 18:55:06,Tablet,Safari,Ads,546,9,0,False
S0000177,U02188,2025-01-31 12:51:00,2025-01-31 13:18:46,Mobile,Safari,Email,1666,16,0,False
S0000178,U01892,2025-02-06 20:24:00,2025-02-06 20:42:09,Mobile,Edge,Email,1089,6,0,False
S0000179,U01025,2025-01-07 18:30:00,2025-01-07 18:43:40,Mobile,Chrome,Direct,820,4,0,False
S0000180,U00657,2025-02-04 15:57:00,2025-02-04 16:15:31,Desktop,Chrome,Recommendation,1111,16,0,True
S0000181,U01432,2025-01-04 14:03:00,2025-01-04 14:17:31,Mobile,Firefox,Search,871,13,0,False
S0000182,U00920,2025-01-04 13:59:00,2025-01-04 14:03:22,Tablet,Safari,Recommendation,262,6,0,False
S0000183,U00157,2025-02-06 22:53:00,2025-02-06 23:10:07,Mobile,Firefox,Ads,1027,2,0,False
S0000184,U00325,2025-01-03 12:13:00,2025-01-03 12:42:30,Tablet,Firefox,Search,1770,11,0,True
S0000185,U00974,2025-02-08 09:03:00,2025-02-08 09:12:08,Tablet,Firefox,Search,548,5,0,False
S0000186,U02048,2025-03-18 16:01:00,2025-03-18 16:23:34,Mobile,Edge,Direct,1354,15,0,False
S0000187,U00007,2025-03-20 13:15:00,2025-03-20 13:35:28,Tablet,Chrome,Email,1228,13,0,False
S0000188,U00278,2025-03-09 16:32:00,2025-03-09 16:59:50,Tablet,Chrome,Ads,1670,17,0,False
S0000189,U00179,2025-03-23 14:23:00,2025-03-23 14:32:39,Desktop,Chrome,Direct,579,9,0,False
S0000190,U02692,2025-03-22 09:49:00,2025-03-22 10:09:51,Desktop,Edge,Search,1251,13,0,False
S0000191,U02237,2025-02-13 21:41:00,2025-02-13 21:47:58,Tablet,Firefox,Ads,418,7,0,False
S0000192,U00553,2025-01-09 19:49:00,2025-01-09 20:05:37,Mobile,Chrome,Recommendation,997,3,0,True
S0000193,U01293,2025-02-09 16:25:00,2025-02-09 16:53:49,Desktop,Chrome,Recommendation,1729,11,0,False
S0000194,U01463,2025-01-07 21:41:00,2025-01-07 21:53:19,Desktop,Firefox,Ads,739,16,0,True
S0000195,U01584,2025-02-13 10:31:00,2025-02-13 10:55:37,Tablet,Safari,Search,1477,15,0,False
S0000196,U00324,2025-02-25 17:52:00,2025-02-25 17:59:09,Desktop,Chrome,Search,429,12,0,False
S0000197,U02708,2025-02-07 12:28:00,2025-02-07 12:49:34,Mobile,Firefox,Direct,1294,16,0,False
S0000198,U00174,2025-02-15 17:27:00,2025-02-15 17:37:22,Mobile,Chrome,Ads,622,13,0,False
S0000199,U02102,2025-03-28 10:01:00,2025-03-28 10:06:52,Tablet,Firefox,Search,352,6,0,False
S0000200,U00276,2025-01-31 20:41:00,2025-01-31 20:54:30,Tablet,Chrome,Email,810,6,0,False
S0000201,U02782,2025-02-27 13:23:00,2025-02-27 13:39:09,Tablet,Edge,Email,969,13,0,False
S0000202,U01631,2025-02-10 18:17:00,2025-02-10 18:26:31,Mobile,Edge,Ads,571,18,0,False
S0000203,U01586,2025-03-13 09:16:00,2025-03-13 09:43:27,Desktop,Edge,Email,1647,11,0,True
S0000204,U02843,2025-03-04 11:07:00,2025-03-04 11:12:37,Desktop,Edge,Ads,337,4,0,False
S0000205,U02794,2025-02-10 18:22:00,2025-02-10 18:47:13,Tablet,Safari,Direct,1513,7,0,True
S0000206,U02916,2025-03-31 18:11:00,2025-03-31 18:39:05,Mobile,Chrome,Recommendation,1685,6,0,False
S0000207,U00970,2025-03-05 08:23:00,2025-03-05 08:42:54,Desktop,Edge,Email,1194,4,0,False
S0000208,U00270,2025-02-09 14:45:00,2025-02-09 15:10:32,Desktop,Firefox,Email,1532,4,0,False
S0000209,U00514,2025-02-10 18:04:00,2025-02-10 18:20:21,Tablet,Safari,Recommendation,981,7,0,False
S0000210,U00529,2025-02-25 16:58:00,2025-02-25 17:00:53,Tablet,Edge,Direct,173,7,0,False
S0000211,U00664,2025-02-11 22:45:00,2025-02-11 22:53:41,Tablet,Safari,Search,521,10,0,True
S0000212,U00805,2025-03-23 16:17:00,2025-03-23 16:22:16,Tablet,Chrome,Email,316,7,0,False
S0000213,U02425,2025-03-16 10:10:00,2025-03-16 10:33:29,Tablet,Safari,Email,1409,3,0,False
S0000214,U00117,2025-01-11 08:41:00,2025-01-11 09:08:19,Tablet,Edge,Email,1639,15,0,False
S0000215,U02532,2025-03-23 08:31:00,2025-03-23 08:53:24,Tablet,Safari,Ads,1344,9,0,False
S0000216,U02806,2025-02-21 12:29:00,2025-02-21 12:32:29,Mobile,Firefox,Ads,209,17,0,False
S0000217,U01903,2025-01-27 13:38:00,2025-01-27 13:43:54,Tablet,Safari,Direct,354,14,0,True
S0000218,U00536,2025-02-17 16:35:00,2025-02-17 16:39:37,Desktop,Chrome,Direct,277,16,0,True
S0000219,U01016,2025-01-19 09:03:00,2025-01-19 09:13:54,Tablet,Firefox,Recommendation,654,7,0,False
S0000220,U01342,2025-03-15 19:20:00,2025-03-15 19:27:28,Desktop,Firefox,Ads,448,11,0,False
S0000221,U02038,2025-01-03 09:25:00,2025-01-03 09:43:15,Mobile,Edge,Email,1095,13,0,False
S0000222,U00200,2025-01-07 12:31:00,2025-01-07 12:52:23,Tablet,Firefox,Direct,1283,2,0,False
S0000223,U00441,2025-02-25 10:56:00,2025-02-25 11:06:01,Desktop,Safari,Search,601,14,0,False
S0000224,U00210,2025-03-14 16:12:00,2025-03-14 16:25:22,Mobile,Firefox,Email,802,16,0,False
S0000225,U02253,2025-02-05 21:39:00,2025-02-05 22:03:13,Mobile,Chrome,Ads,1453,13,0,False
S0000226,U01389,2025-03-13 13:48:00,2025-03-13 13:53:55,Tablet,Firefox,Email,355,3,0,True
S0000227,U00186,2025-01-05 10:45:00,2025-01-05 10:57:22,Tablet,Firefox,Recommendation,742,18,0,False
S0000228,U00573,2025-02-11 22:39:00,2025-02-11 22:50:52,Tablet,Safari,Email,712,12,0,True
S0000229,U02078,2025-03-07 16:31:00,2025-03-07 16:56:11,Desktop,Chrome,Direct,1511,12,0,False
S0000230,U02760,2025-01-15 14:37:00,2025-01-15 14:48:30,Tablet,Chrome,Email,690,17,0,False
S0000231,U01088,2025-03-25 20:49:00,2025-03-25 21:09:44,Tablet,Chrome,Email,1244,17,0,False
S0000232,U00699,2025-03-09 18:46:00,2025-03-09 19:08:09,Desktop,Edge,Recommendation,1329,3,0,False
S0000233,U02346,2025-03-31 09:12:00,2025-03-31 09:13:38,Desktop,Edge,Ads,98,8,1,False
S0000234,U01681,2025-03-06 20:39:00,2025-03-06 20:56:05,Tablet,Chrome,Recommendation,1025,18,0,False
S0000235,U00850,2025-03-13 13:42:00,2025-03-13 13:59:19,Desktop,Edge,Ads,1039,12,0,False
S0000236,U02238,2025-02-15 18:49:00,2025-02-15 19:14:36,Tablet,Safari,Email,1536,17,0,False
S0000237,U00788,2025-02-01 12:35:00,2025-02-01 12:46:11,Desktop,Safari,Recommendation,671,17,0,True
S0000238,U01299,2025-03-03 13:35:00,2025-03-03 14:03:08,Desktop,Chrome,Email,1688,14,0,False
S0000239,U01617,2025-02-14 20:51:00,2025-02-14 20:56:59,Desktop,Chrome,Direct,359,16,0,True
S0000240,U02687,2025-02-02 19:30:00,2025-02-02 19:38:18,Tablet,Safari,Email,498,10,0,True
S0000241,U00563,2025-01-14 17:47:00,2025-01-14 18:08:01,Mobile,Edge,Recommendation,1261,3,0,True
S0000242,U00411,2025-02-22 13:45:00,2025-02-22 14:02:07,Mobile,Chrome,Email,1027,7,0,True
S0000243,U01667,2025-03-25 22:56:00,2025-03-25 23:13:14,Mobile,Safari,Direct,1034,11,0,False
S0000244,U02646,2025-01-08 22:49:00,2025-01-08 22:53:03,Mobile,Chrome,Recommendation,243,15,0,False
